type,prix,adresse,image_lien
chaussures,20 000CFA,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4361430_uploaded_image2_1693749843.jpeg
chaussures,20 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4351852_uploaded_image1_1693108691.jpg
chaussures,6 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4351183_uploaded_image1_1693054139.jpg
chaussures,15 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg
chaussures,18 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4327769_uploaded_image1_1691537125.jpg
chaussures,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4300380_uploaded_image1_1689770515.jpg
chaussures,5 000CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4287055_uploaded_image1_1688860044.jpg
chaussures,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg
chaussures,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4173844_uploaded_image1_1681305896.jpg
chaussures,20 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4201412_uploaded_image1_1683164968.jpg
chaussures,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4165640_uploaded_image1_1680784379.jpg
chaussures,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4165637_uploaded_image1_1680784317.jpg
chaussures,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4165645_uploaded_image1_1680784454.jpg
chaussures,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4165635_uploaded_image1_1680784281.jpg
chaussures,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4165634_uploaded_image1_1680784244.jpg
chaussures,2 000CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4187241_uploaded_image1_1682255769.jpg
chaussures,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4187188_uploaded_image1_1682250705.jpg
chaussures,8 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4136187_uploaded_image1_1678918009.jpg
chaussures,7 500CFA,"Sicap foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4175703_uploaded_image1_1681413005.jpg
chaussures,8 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4124281_uploaded_image1_1678211049.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4140244_uploaded_image1_1679226845.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4140242_uploaded_image1_1679226795.jpg
chaussures,12 000CFA,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4101596_uploaded_image1_1676845748.jpg
chaussures,2 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4139946_uploaded_image1_1679215303.jpg
chaussures,2 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4139937_uploaded_image1_1679215240.jpg
chaussures,2 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4139933_uploaded_image1_1679181631.jpg
chaussures,12 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4111498_uploaded_image1_1677508687.jpg
chaussures,13 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4110432_uploaded_image1_1677428890.jpg
chaussures,20 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4096757_uploaded_image1_1676513509.jpg
chaussures,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4050259_uploaded_image1_1673728537.jpg
chaussures,5 500CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4059363_uploaded_image1_1674301059.jpg
chaussures,5 500CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4059370_uploaded_image1_1674301238.jpg
chaussures,5 500CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4059365_uploaded_image1_1674301160.jpg
chaussures,20 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4081818_uploaded_image1_1675653272.jpg
chaussures,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4028219_uploaded_image1_1672405449.jpg
