type,prix,adresse,image_lien
chaussures,Prix sur demande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5358670_uploaded_image1_1748962573.jpg
chaussures,14 000CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5358423_uploaded_image1_1748954041.jpg
chaussures,15 000CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5358420_uploaded_image1_1748953921.jpg
chaussures,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5358106_uploaded_image1_1748946350.jpg
chaussures,15 000CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5357608_uploaded_image1_1748916267.jpg
chaussures,8 500CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5357607_uploaded_image1_1748916131.jpg
chaussures,15 000CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5356684_uploaded_image1_1748876788.jpg
chaussures,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5355703_uploaded_image1_1748827191.jpg
chaussures,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5310619_uploaded_image1_1746312980.jpg
chaussures,30 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5355700_uploaded_image1_1748826892.jpg
