web-scraper-order,web-scraper-start-url,type habits,prix,adresse,image_lien-src,container_vetements-enfant,container_vetements-enfant-href
"1752750140-5545","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement  enfants","8 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5193655_uploaded_image1_1739987145.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723"
"1752750140-5546","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Sous-vêtement Enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723"
"1752750140-5547","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetements enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723"
"1752750140-5548","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931868_uploaded_image1_1725656850.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723"
"1752750140-5549","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723"
"1752750144-5550","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble 3 pièces enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4669732_uploaded_image1_1711987098.jpg","Ensemble 3 pièces enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4669732"
"1752750144-5551","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble 3 pièces  enfants","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651598_uploaded_image1_1710949536.jpg","Ensemble 3 pièces enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4669732"
"1752750144-5552","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble veste garçon 5 pièces","28 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5010327_uploaded_image1_1729813849.jpg","Ensemble 3 pièces enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4669732"
"1752750144-5553","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble  3 pièces enfants","16 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3895855_uploaded_image1_1664312610.jpg","Ensemble 3 pièces enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4669732"
"1752750144-5554","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble 3 pièces  enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2796322_uploaded_image1_1606723370.jpg","Ensemble 3 pièces enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4669732"
"1752750144-5555","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble enfant","23 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2756979_uploaded_image1_1605184997.jpg","Ensemble 3 pièces enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4669732"
"1752750144-5556","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble 3 pièces enfant","15 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3654415_uploaded_image1_1649975242.jpg","Ensemble 3 pièces enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4669732"
"1752750144-5557","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2961090_uploaded_image1_1613766742.jpg","Ensemble 3 pièces enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4669732"
"1752750144-5558","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2961083_uploaded_image1_1613766533.jpg","Ensemble 3 pièces enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4669732"
"1752750148-5559","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfants","15 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682806_uploaded_image1_1712615672.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799"
"1752750148-5560","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfants","10 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682804_uploaded_image1_1712615617.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799"
"1752750148-5561","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfants","12 500 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682799_uploaded_image1_1712615352.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799"
"1752750148-5562","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","5 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3201236_uploaded_image1_1625141023.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799"
"1752750148-5563","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfants","20 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676613_uploaded_image1_1712271072.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799"
"1752750148-5564","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","10 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2433735_uploaded_image1_1594643576.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799"
"1752750148-5565","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","15 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3663604_uploaded_image1_1650545798.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799"
"1752750148-5566","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","12 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799"
"1752750148-5567","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","6 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651640_uploaded_image1_1710950622.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799"
"1752750148-5568","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","13 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645145_uploaded_image1_1710608095.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799"
"1752750148-5569","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","18 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639600_uploaded_image1_1710311876.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799"
"1752750148-5570","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639590_uploaded_image1_1710311581.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682799"
"1752750154-5571","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfants","15 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682806_uploaded_image1_1712615672.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804"
"1752750154-5572","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfants","10 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682804_uploaded_image1_1712615617.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804"
"1752750154-5573","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfants","12 500 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682799_uploaded_image1_1712615352.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804"
"1752750154-5574","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","5 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3201236_uploaded_image1_1625141023.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804"
"1752750154-5575","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfants","20 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676613_uploaded_image1_1712271072.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804"
"1752750154-5576","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","10 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2433735_uploaded_image1_1594643576.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804"
"1752750154-5577","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","15 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3663604_uploaded_image1_1650545798.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804"
"1752750154-5578","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","12 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804"
"1752750154-5579","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","6 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651640_uploaded_image1_1710950622.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804"
"1752750154-5580","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","13 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645145_uploaded_image1_1710608095.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804"
"1752750154-5581","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","18 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639600_uploaded_image1_1710311876.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804"
"1752750154-5582","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639590_uploaded_image1_1710311581.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682804"
"1752750160-5583","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfants","15 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682806_uploaded_image1_1712615672.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806"
"1752750160-5584","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfants","10 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682804_uploaded_image1_1712615617.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806"
"1752750160-5585","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfants","12 500 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682799_uploaded_image1_1712615352.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806"
"1752750160-5586","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","5 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3201236_uploaded_image1_1625141023.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806"
"1752750160-5587","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfants","20 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676613_uploaded_image1_1712271072.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806"
"1752750160-5588","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","10 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2433735_uploaded_image1_1594643576.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806"
"1752750160-5589","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","15 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3663604_uploaded_image1_1650545798.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806"
"1752750160-5590","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","12 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806"
"1752750160-5591","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","6 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651640_uploaded_image1_1710950622.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806"
"1752750160-5592","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","13 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645145_uploaded_image1_1710608095.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806"
"1752750160-5593","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","18 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639600_uploaded_image1_1710311876.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806"
"1752750160-5594","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639590_uploaded_image1_1710311581.jpg","Djellaba enfants","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4682806"
"1752750166-5595","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Djellaba enfant","12 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg","Djellaba enfant","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4683616"
