web-scraper-order,web-scraper-start-url,type habits,prix,adresse,image_lien-src,container_vetements-homme,container_vetements-homme-href
"1752731741-1","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Kaki","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422160_uploaded_image1_1752480748.jpg","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4814470"
"1752731741-2","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Kaki","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5296688_uploaded_image1_1745511640.jpg","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4814470"
"1752731741-3","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Kaki","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5283174_uploaded_image1_1744733626.jpg","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4814470"
"1752731741-4","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Kaki","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5283137_uploaded_image1_1744732888.jpg","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4814470"
"1752731741-5","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Kaki","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5276085_uploaded_image1_1744312243.jpg","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4814470"
"1752731741-6","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalons kaki","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5103711_uploaded_image1_1734928985.jpg","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4814470"
"1752731741-7","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Kaki","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4935721_uploaded_image1_1725900754.jpg","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4814470"
"1752731741-8","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon kaki","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4945961_uploaded_image1_1726439959.jpg","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4814470"
"1752731741-9","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4925741_uploaded_image1_1725390305.jpg","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4814470"
"1752731741-10","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon kaki","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930009_uploaded_image1_1725563766.jpg","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4814470"
"1752731741-11","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon kaki","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4874090_uploaded_image1_1722625585.jpg","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4814470"
"1752731741-12","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon kaki","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4866844_uploaded_image1_1722296624.jpg","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4814470"
"1752731754-13","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble short","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380938_uploaded_image1_1750267359.jpg","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-4864161"
"1752731754-14","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble short","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5387379_uploaded_image1_1750639839.jpg","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-4864161"
"1752731754-15","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble short","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5360719_uploaded_image1_1749061877.jpg","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-4864161"
"1752731754-16","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble short","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359855_uploaded_image1_1749031695.jpg","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-4864161"
"1752731754-17","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble short","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5210816_uploaded_image1_1740953779.jpg","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-4864161"
"1752731754-18","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble Short homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4963797_uploaded_image1_1727380057.jpg","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-4864161"
"1752731754-19","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble Short homme","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4939925_uploaded_image1_1726091019.jpg","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-4864161"
"1752731754-20","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble short","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4933311_uploaded_image1_1725749844.jpg","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-4864161"
"1752731754-21","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble short","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4864161_uploaded_image1_1722118825.jpg","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-4864161"
"1752731754-22","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble short pour homme","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4716505_uploaded_image1_1714404193.jpg","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-4864161"
"1752731754-23","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Short Nike","23 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3812998_uploaded_image1_1659534419.jpg","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-4864161"
"1752731754-24","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble shorts","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3770370_uploaded_image1_1656885112.jpg","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-4864161"
"1752731765-25","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Vetements  homme","8 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4590100_uploaded_image1_1707744155.jpg","Vêtements  homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4864856"
"1752731765-26","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble caleçons + débardeurs  homme","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3650018_uploaded_image1_1649757791.jpg","Vêtements  homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4864856"
"1752731765-27","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble homme","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3489942_uploaded_image2_1639862638.jpeg","Vêtements  homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4864856"
"1752731765-28","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Manteaux d'hiver","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2716237_uploaded_image1_1603562486.jpg","Vêtements  homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4864856"
"1752731765-29","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Vêtements hommes","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2668393_uploaded_image1_1601707948.jpg","Vêtements  homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4864856"
"1752731765-30","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble Vetement hommes","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2521466_uploaded_image1_1596792282.jpg","Vêtements  homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4864856"
"1752731765-31","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Vetement hommes","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2521457_uploaded_image1_1596792050.jpg","Vêtements  homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4864856"
"1752731765-32","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Vetement hommes","4 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2521449_uploaded_image1_1596791953.jpg","Vêtements  homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4864856"
"1752731765-33","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Vetement hommes","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2521419_uploaded_image1_1596791431.jpg","Vêtements  homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4864856"
"1752731765-34","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg","Vêtements  homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4864856"
"1752731765-35","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3185205_uploaded_image1_1624348406.jpg","Vêtements  homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4864856"
"1752731765-36","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3185202_uploaded_image1_1624348333.jpg","Vêtements  homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4864856"
"1752731775-37","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Jean  Casual Denin","8 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865273_uploaded_image1_1722205748.jpg","Jean  Casual Denin","https://sn.coinafrique.com/annonce/vetements-homme/jean-casual-denin-4865273"
"1752731786-38","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Jeans Lewis","8 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4868068_uploaded_image1_1722358006.jpg","Pantalon Jean  homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-homme-4865278"
"1752731786-39","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Jean  homme","8 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865278_uploaded_image1_1722205947.jpg","Pantalon Jean  homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-homme-4865278"
"1752731786-40","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Jeans Levi's","32 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3589433_uploaded_image1_1646219551.jpg","Pantalon Jean  homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-homme-4865278"
"1752731786-41","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon jeans homme","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_772708_uploaded_image1_1563886616.2.png","Pantalon Jean  homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-homme-4865278"
"1752731786-42","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalons homme","7 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4167476_uploaded_image1_1680881347.jpg","Pantalon Jean  homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-homme-4865278"
"1752731786-43","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon homme","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3627685_uploaded_image2_1648558880.jpeg","Pantalon Jean  homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-homme-4865278"
"1752731786-44","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalons Jeans homme","8 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3097851_uploaded_image1_1620187128.jpg","Pantalon Jean  homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-homme-4865278"
"1752731786-45","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon jeans homme","15 000 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147707_uploaded_image1_1622632163.jpg","Pantalon Jean  homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-homme-4865278"
"1752731786-46","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon jeans homme","15 000 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147682_uploaded_image1_1622631756.jpg","Pantalon Jean  homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-homme-4865278"
"1752731786-47","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon jeans","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3847580_uploaded_image1_1661508975.jpg","Pantalon Jean  homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-homme-4865278"
"1752731786-48","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon jeans","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3847583_uploaded_image1_1661509041.jpg","Pantalon Jean  homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-homme-4865278"
"1752731786-49","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon jeans","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3847589_uploaded_image1_1661509108.jpg","Pantalon Jean  homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-homme-4865278"
"1752731797-50","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemise homme","7 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865307_uploaded_image1_1722208226.jpg","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4865307"
"1752731797-51","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemise homme","5 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3524721_uploaded_image1_1642175679.jpg","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4865307"
"1752731797-52","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemises homme","4 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3427140_uploaded_image1_1636368176.jpg","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4865307"
"1752731797-53","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemise homme","15 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2932727_uploaded_image1_1612479143.jpg","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4865307"
"1752731797-54","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemises homme","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2565548_uploaded_image1_1598055057.jpg","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4865307"
"1752731797-55","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemise homme","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2397973_uploaded_image1_1593979501.jpg","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4865307"
"1752731797-56","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble homme","15 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_739299_uploaded_image1_1562940905.68.png","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4865307"
"1752731797-57","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemise homme","25 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5346211_uploaded_image1_1748266571.jpg","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4865307"
"1752731797-58","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemises homme","10 000 CFA","Yeumbeul, Sénégal","https://images.coinafrique.com/thumb_2769938_uploaded_image1_1605680134.jpg","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4865307"
"1752731797-59","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemises homme","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1221371_uploaded_image1_1574176641.9.png","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4865307"
"1752731797-60","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemise homme","6 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3468968_uploaded_image1_1638650716.jpg","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4865307"
"1752731797-61","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemises","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1137837_uploaded_image1_1572544392.1.png","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4865307"
"1752731809-62","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polo en coton","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5405576_uploaded_image1_1751582047.jpg","Polo","https://sn.coinafrique.com/annonce/vetements-homme/polo-4866756"
"1752731809-63","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polo en coton","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5361125_uploaded_image1_1749079937.jpg","Polo","https://sn.coinafrique.com/annonce/vetements-homme/polo-4866756"
"1752731809-64","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polo","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5387074_uploaded_image1_1750620178.jpg","Polo","https://sn.coinafrique.com/annonce/vetements-homme/polo-4866756"
"1752731809-65","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polo","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359195_uploaded_image1_1748985264.jpg","Polo","https://sn.coinafrique.com/annonce/vetements-homme/polo-4866756"
"1752731809-66","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polo","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4866756_uploaded_image1_1722291040.jpg","Polo","https://sn.coinafrique.com/annonce/vetements-homme/polo-4866756"
"1752731809-67","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polo Lacoste","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4827730_uploaded_image1_1720188905.jpg","Polo","https://sn.coinafrique.com/annonce/vetements-homme/polo-4866756"
"1752731809-68","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Jeans + Polo Lacoste","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4726286_uploaded_image1_1714861526.jpg","Polo","https://sn.coinafrique.com/annonce/vetements-homme/polo-4866756"
"1752731809-69","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polo","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4582763_uploaded_image1_1707307368.jpg","Polo","https://sn.coinafrique.com/annonce/vetements-homme/polo-4866756"
"1752731809-70","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polo homme","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4380655_uploaded_image1_1694985133.jpg","Polo","https://sn.coinafrique.com/annonce/vetements-homme/polo-4866756"
"1752731809-71","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polos Lacoste","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4321756_uploaded_image1_1691152676.jpg","Polo","https://sn.coinafrique.com/annonce/vetements-homme/polo-4866756"
"1752731809-72","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polos  Lacoste","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4296604_uploaded_image1_1689518317.jpg","Polo","https://sn.coinafrique.com/annonce/vetements-homme/polo-4866756"
"1752731809-73","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polos  Lacoste","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4291401_uploaded_image1_1689163686.jpg","Polo","https://sn.coinafrique.com/annonce/vetements-homme/polo-4866756"
"1752731820-74","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Jeans Lewis","8 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4868068_uploaded_image1_1722358006.jpg","Jeans Lewis","https://sn.coinafrique.com/annonce/vetements-homme/jeans-lewis-4868068"
"1752731820-75","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Jeans","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3614791_uploaded_image1_1647643200.jpg","Jeans Lewis","https://sn.coinafrique.com/annonce/vetements-homme/jeans-lewis-4868068"
"1752731832-76","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon jeans","30 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5278626_uploaded_image1_1744464626.jpg","Pantalon Jean","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-4869825"
"1752731832-77","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Jean","6 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4869825_uploaded_image1_1722443420.jpg","Pantalon Jean","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-4869825"
"1752731832-78","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Jeans Lewis","8 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4868068_uploaded_image1_1722358006.jpg","Pantalon Jean","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-4869825"
"1752731832-79","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Jean  homme","8 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865278_uploaded_image1_1722205947.jpg","Pantalon Jean","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-4869825"
"1752731832-80","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Jeans Levi's","32 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3589433_uploaded_image1_1646219551.jpg","Pantalon Jean","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-4869825"
"1752731832-81","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Jeans","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_772679_uploaded_image1_1563886362.72.png","Pantalon Jean","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-4869825"
"1752731832-82","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon jeans homme","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_772708_uploaded_image1_1563886616.2.png","Pantalon Jean","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-4869825"
"1752731832-83","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon jean","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_772520_uploaded_image1_1563884983.93.png","Pantalon Jean","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-4869825"
"1752731832-84","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon jeans","Prix sur demande","Thiaroye Gare, Dakar, Sénégal","https://images.coinafrique.com/thumb_721992_uploaded_image1_1562522983.81.png","Pantalon Jean","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-4869825"
"1752731832-85","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalons homme","7 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4167476_uploaded_image1_1680881347.jpg","Pantalon Jean","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-4869825"
"1752731832-86","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Jeans","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3614791_uploaded_image1_1647643200.jpg","Pantalon Jean","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-4869825"
"1752731832-87","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon jean","9 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2029984_uploaded_image1_1588184788.jpg","Pantalon Jean","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-4869825"
"1752731842-88","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemise Al Hadj","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4876895_uploaded_image1_1722786591.jpg","Chemise Al Hadj","https://sn.coinafrique.com/annonce/vetements-homme/chemise-al-hadj-4876895"
"1752731853-89","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Tenue de travail","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4903776_uploaded_image1_1724185999.jpg","Tenues de travail","https://sn.coinafrique.com/annonce/vetements-homme/tenues-de-travail-4880327"
"1752731853-90","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Tenue de travail","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4891855_uploaded_image1_1723551048.jpg","Tenues de travail","https://sn.coinafrique.com/annonce/vetements-homme/tenues-de-travail-4880327"
"1752731853-91","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Tenues de travail","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4880327_uploaded_image1_1722954765.jpg","Tenues de travail","https://sn.coinafrique.com/annonce/vetements-homme/tenues-de-travail-4880327"
"1752731853-92","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Vêtements Homme","30 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3435389_uploaded_image1_1636756488.jpg","Tenues de travail","https://sn.coinafrique.com/annonce/vetements-homme/tenues-de-travail-4880327"
