web-scraper-order,web-scraper-start-url,container_chaussures-enfant,container_chaussures-enfant-href,type chaussures,prix,adresse,image_lien-src
"1752762708-1","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_750022_uploaded_image1_1563279678.59.png"
"1752762708-2","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_750016_uploaded_image1_1563279645.35.png"
"1752762708-3","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016","Chaussures enfants","12 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111498_uploaded_image1_1677508687.jpg"
"1752762708-4","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016","Chaussures enfant","10 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg"
"1752762708-5","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016","Chaussures enfant","6 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365662_uploaded_image1_1633268172.jpg"
"1752762708-6","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016","Claquettes enfants","6 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2795343_uploaded_image1_1606666445.jpg"
"1752762708-7","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016","Chaussures enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2430002_uploaded_image1_1594558582.jpg"
"1752762708-8","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016","Chaussures enfants","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1215779_uploaded_image1_1574081577.15.png"
"1752762708-9","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016","Chaussures enfant","3 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1270845_uploaded_image1_1575041164.15.png"
"1752762708-10","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016","Chaussures pour enfants","2 500 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4775765_uploaded_image1_1717362018.jpg"
"1752762708-11","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016","Chaussures enfants","3 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4797078_uploaded_image1_1718482814.jpg"
"1752762708-12","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016","Chaussures pour enfant","3 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_997837_uploaded_image1_1569622630.58.png"
"1752762712-13","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_750022_uploaded_image1_1563279678.59.png"
"1752762712-14","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_750016_uploaded_image1_1563279645.35.png"
"1752762712-15","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022","Chaussures enfants","12 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111498_uploaded_image1_1677508687.jpg"
"1752762712-16","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022","Chaussures enfant","10 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg"
"1752762712-17","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022","Chaussures enfant","6 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365662_uploaded_image1_1633268172.jpg"
"1752762712-18","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022","Claquettes enfants","6 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2795343_uploaded_image1_1606666445.jpg"
"1752762712-19","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022","Chaussures enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2430002_uploaded_image1_1594558582.jpg"
"1752762712-20","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022","Chaussures enfants","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1215779_uploaded_image1_1574081577.15.png"
"1752762712-21","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022","Chaussures enfant","3 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1270845_uploaded_image1_1575041164.15.png"
"1752762712-22","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022","Chaussures pour enfants","2 500 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4775765_uploaded_image1_1717362018.jpg"
"1752762712-23","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022","Chaussures enfants","3 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4797078_uploaded_image1_1718482814.jpg"
"1752762712-24","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022","Chaussures pour enfant","3 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_997837_uploaded_image1_1569622630.58.png"
"1752762716-25","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661","Claquettes enfant","1 250 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3768510_uploaded_image1_1656771169.jpg"
"1752762716-26","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661","Claquettes enfant","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2972548_uploaded_image1_1614340301.jpg"
"1752762716-27","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661","Claquettes enfants","6 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2795343_uploaded_image1_1606666445.jpg"
"1752762716-28","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661","Chaussures enfants","15 000 CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_2772383_uploaded_image1_1605772057.jpg"
"1752762716-29","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661","Claquettes enfant","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2762753_uploaded_image1_1605397699.jpg"
"1752762716-30","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661","Chaussures enfant","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2733477_uploaded_image1_1604363169.jpg"
"1752762716-31","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661","Chaussures enfant","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2720321_uploaded_image1_1603756962.jpg"
"1752762716-32","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661","Chaussures enfants","7 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2484015_uploaded_image1_1595729350.jpg"
"1752762716-33","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661","Chaussures enfants","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2484004_uploaded_image1_1595729080.jpg"
"1752762716-34","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661","Chaussures enfant","7 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2476350_uploaded_image1_1595551356.jpg"
"1752762716-35","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661","Chaussures enfant","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2476339_uploaded_image1_1595551015.jpg"
"1752762716-36","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661","Claquettes enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2226824_uploaded_image1_1591274411.jpg"
"1752762719-37","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762719-38","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762719-39","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1752762719-40","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1752762719-41","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038","Chaussures enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1752762719-42","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1752762719-43","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294302_uploaded_image1_1745410325.jpg"
"1752762719-44","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1752762719-45","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284783_uploaded_image1_1744813725.jpg"
"1752762719-46","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038","Chaussures pour enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269411_uploaded_image1_1744009165.jpg"
"1752762719-47","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762719-48","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762723-49","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762723-50","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762723-51","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1752762723-52","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1752762723-53","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041","Chaussures enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1752762723-54","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1752762723-55","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294302_uploaded_image1_1745410325.jpg"
"1752762723-56","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1752762723-57","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284783_uploaded_image1_1744813725.jpg"
"1752762723-58","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041","Chaussures pour enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269411_uploaded_image1_1744009165.jpg"
"1752762723-59","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762723-60","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762727-61","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762727-62","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762727-63","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1752762727-64","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1752762727-65","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044","Chaussures enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1752762727-66","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1752762727-67","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294302_uploaded_image1_1745410325.jpg"
"1752762727-68","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1752762727-69","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284783_uploaded_image1_1744813725.jpg"
"1752762727-70","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044","Chaussures pour enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269411_uploaded_image1_1744009165.jpg"
"1752762727-71","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762727-72","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762731-73","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762731-74","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762731-75","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1752762731-76","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1752762731-77","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099","Chaussures enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1752762731-78","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1752762731-79","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294302_uploaded_image1_1745410325.jpg"
"1752762731-80","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1752762731-81","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284783_uploaded_image1_1744813725.jpg"
"1752762731-82","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099","Chaussures pour enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269411_uploaded_image1_1744009165.jpg"
"1752762731-83","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762731-84","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762734-85","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762734-86","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762734-87","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1752762734-88","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
