web-scraper-order,web-scraper-start-url,container_chaussures-enfant,container_chaussures-enfant-href,type chaussures,prix,adresse,image_lien-src
"1752764775-3979","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures  fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3084737","Chaussures fille","3 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3853482_uploaded_image1_1661882915.jpg"
"1752764775-3980","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures  fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3084737","Chaussures fille","2 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3853480_uploaded_image1_1661882766.jpg"
"1752764775-3981","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures  fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3084737","Chaussures enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3093302_uploaded_image1_1620011941.jpg"
"1752764775-3982","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures  fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3084737","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752764775-3983","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures  fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3084737","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752764775-3984","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures  fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3084737","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752764780-3985","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets Jordan enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3085703_uploaded_image1_1619658542.jpg"
"1752764780-3986","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets Jordan enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3036158_uploaded_image1_1617387289.jpg"
"1752764780-3987","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets Jordan enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3015628_uploaded_image1_1616441305.jpg"
"1752764780-3988","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets Air Jordan enfant","15 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3171528_uploaded_image1_1623678884.jpg"
"1752764780-3989","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets enfant  Jordan","20 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4201412_uploaded_image1_1683164968.jpg"
"1752764780-3990","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets Nike enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1752764780-3991","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets Jordan enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930596_uploaded_image1_1725607117.jpg"
"1752764780-3992","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets  Jordan enfants","16 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1752764780-3993","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets Nike Jordan enfants","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3429274_uploaded_image1_1636462416.jpg"
"1752764780-3994","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets Jordan 6","40 000 CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1566247_uploaded_image1_1580391008.81.png"
"1752764780-3995","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets Jordan","40 000 CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1566225_uploaded_image2_1580390769.12.png"
"1752764784-3996","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures filles","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3085706_uploaded_image1_1619658731.jpg"
"1752764784-3997","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures  fille","5 500 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3084737_uploaded_image1_1619615814.jpg"
"1752764784-3998","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures pour filles","12 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2439527_uploaded_image1_1594751426.jpg"
"1752764784-3999","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures fille","2 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3543253_uploaded_image1_1643397434.jpg"
"1752764784-4000","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures fille","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2744527_uploaded_image1_1604704184.jpg"
"1752764784-4001","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures filles","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781990_uploaded_image1_1717637500.jpg"
"1752764784-4002","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures fille","3 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3853482_uploaded_image1_1661882915.jpg"
"1752764784-4003","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures fille","2 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3853480_uploaded_image1_1661882766.jpg"
"1752764784-4004","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3093302_uploaded_image1_1620011941.jpg"
"1752764784-4005","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752764784-4006","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752764784-4007","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752764788-4008","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1752764788-4009","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1752764788-4010","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4513355_uploaded_image1_1703506842.jpg"
"1752764788-4011","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfants","3 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4464312_uploaded_image1_1700415241.jpg"
"1752764788-4012","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfants","4 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4464284_uploaded_image1_1700414113.jpg"
"1752764788-4013","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures  enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4140244_uploaded_image1_1679226845.jpg"
"1752764788-4014","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4140242_uploaded_image1_1679226795.jpg"
"1752764788-4015","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures  enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4040305_uploaded_image2_1673193273.jpeg"
"1752764788-4016","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfants","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4038506_uploaded_image1_1673066961.jpg"
"1752764788-4017","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4002035_uploaded_image1_1670608928.jpg"
"1752764788-4018","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfants","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4024385_uploaded_image1_1672137859.jpg"
"1752764788-4019","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4002819_uploaded_image1_1670672099.jpg"
"1752764793-4020","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures petite fille","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3088807_uploaded_image1_1619817848.jpg"
"1752764793-4021","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures enfants","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2621862_uploaded_image1_1599941553.jpg"
"1752764793-4022","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures fille","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2621842_uploaded_image1_1599941018.jpg"
"1752764793-4023","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures fille","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2621836_uploaded_image1_1599940895.jpg"
"1752764793-4024","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures fille","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2621830_uploaded_image1_1599940781.jpg"
"1752764793-4025","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures fille","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2744527_uploaded_image1_1604704184.jpg"
"1752764793-4026","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2486553_uploaded_image1_1595806629.jpg"
"1752764793-4027","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures enfant","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2476339_uploaded_image1_1595551015.jpg"
"1752764793-4028","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2428992_uploaded_image1_1594520466.jpg"
"1752764793-4029","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2425191_uploaded_image1_1594428152.jpg"
"1752764793-4030","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2410519_uploaded_image1_1594168798.jpg"
"1752764793-4031","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2406756_uploaded_image1_1594124181.jpg"
"1752764797-4032","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752764797-4033","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752764797-4034","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752764797-4035","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752764797-4036","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1752764797-4037","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1752764797-4038","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752764797-4039","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1752764797-4040","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1752764797-4041","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1752764797-4042","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1752764797-4043","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1752764801-4044","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfants","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1752764801-4045","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfants","15 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3886285_uploaded_image1_1663727518.jpg"
"1752764801-4046","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfants","10 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3824846_uploaded_image1_1660191219.jpg"
"1752764801-4047","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures Enfants","10 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3227293_uploaded_image1_1626223659.jpg"
"1752764801-4048","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfants","10 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102122_uploaded_image1_1620341974.jpg"
"1752764801-4049","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3093302_uploaded_image1_1620011941.jpg"
"1752764801-4050","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfant","8 500 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2477046_uploaded_image1_1595580779.jpg"
"1752764801-4051","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1752764801-4052","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173844_uploaded_image1_1681305896.jpg"
"1752764801-4053","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4165640_uploaded_image1_1680784379.jpg"
"1752764801-4054","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4165637_uploaded_image1_1680784317.jpg"
"1752764801-4055","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4165645_uploaded_image1_1680784454.jpg"
"1752764809-4056","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures enfant","15 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3247099_uploaded_image1_1627387079.jpg"
"1752764809-4057","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures fille","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3099833_uploaded_image1_1620253098.jpg"
"1752764809-4058","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures pour fille","12 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1369049_uploaded_image1_1576856907.85.png"
"1752764809-4059","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2486553_uploaded_image1_1595806629.jpg"
"1752764809-4060","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2484023_uploaded_image1_1595729844.jpg"
"1752764809-4061","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2484019_uploaded_image1_1595729648.jpg"
"1752764809-4062","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures enfants","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2484004_uploaded_image1_1595729080.jpg"
"1752764809-4063","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures enfant","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2476339_uploaded_image1_1595551015.jpg"
"1752764809-4064","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2428992_uploaded_image1_1594520466.jpg"
"1752764809-4065","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2425191_uploaded_image1_1594428152.jpg"
