web-scraper-order,web-scraper-start-url,type chausssure,prix,adreesse,image_lien-src,container_chaussures-homme,container_chaussures-homme-href
"1752741994-4097","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Sandales en cuir homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4170007_uploaded_image1_1681064824.jpg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5220860"
"1752741994-4098","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Sandales Louis Vuitton","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3870153_uploaded_image2_1662685759.jpeg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5220860"
"1752742024-4099","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Adidas","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5177843_uploaded_image1_1739130312.jpg","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5177843"
"1752742024-4100","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Adidas Samba","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4996578_uploaded_image1_1729077988.jpg","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5177843"
"1752742024-4101","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Adidas","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5028372_uploaded_image1_1730823615.jpg","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5177843"
"1752742024-4102","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Adidas samba","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5020639_uploaded_image1_1730419594.jpg","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5177843"
"1752742024-4103","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Adidas","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5020636_uploaded_image1_1730419393.jpg","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5177843"
"1752742024-4104","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Adidas campus","30 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5007018_uploaded_image1_1729649148.jpg","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5177843"
"1752742024-4105","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Adidas","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5005021_uploaded_image1_1729548444.jpg","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5177843"
"1752742024-4106","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Adidas","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4913707_uploaded_image1_1724770184.jpg","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5177843"
"1752742024-4107","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Adidas Yeezy Boosts 700","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4489112_uploaded_image1_1701947263.jpg","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5177843"
"1752742024-4108","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Adidas","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4465155_uploaded_image1_1700485268.jpg","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5177843"
"1752742024-4109","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Adidas","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4402801_uploaded_image1_1696441699.jpg","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5177843"
"1752742024-4110","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Adidas Clark’s","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4414388_uploaded_image1_1697134097.jpg","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5177843"
"1752742053-4111","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures Parada Milano","16 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5177848_uploaded_image1_1739130539.jpg","Chaussures Parada Milano","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-parada-milano-5177848"
"1752742081-4112","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","8 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5222481_uploaded_image2_1741519989.jpeg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5222481"
"1752742081-4113","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4796829_uploaded_image1_1718468698.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5222481"
"1752742081-4114","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","23 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4166055_uploaded_image1_1680799071.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5222481"
"1752742081-4115","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","6 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3886109_uploaded_image1_1663712352.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5222481"
"1752742081-4116","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","20 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3772264_uploaded_image1_1656980575.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5222481"
"1752742081-4117","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets homme","12 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3422645_uploaded_image2_1636115672.jpeg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5222481"
"1752742081-4118","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","17 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3403379_uploaded_image1_1635188285.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5222481"
"1752742081-4119","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","5 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3336761_uploaded_image1_1631737271.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5222481"
"1752742081-4120","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","40 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3166834_uploaded_image2_1623422255.jpeg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5222481"
"1752742081-4121","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2880138_uploaded_image1_1610209944.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5222481"
"1752742081-4122","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","18 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2854501_uploaded_image1_1609060434.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5222481"
"1752742081-4123","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2816787_uploaded_image2_1607411282.jpeg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5222481"
"1752742115-4124","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures  homme Dior","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179616_uploaded_image1_1739215885.jpg","Chaussures  homme Dior","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-dior-5179616"
"1752742115-4125","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures Christian Dior homme","17 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2760459_uploaded_image1_1605298835.jpg","Chaussures  homme Dior","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-dior-5179616"
"1752742115-4126","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Dior","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2647888_uploaded_image1_1600905083.jpg","Chaussures  homme Dior","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-dior-5179616"
"1752742115-4127","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4013427_uploaded_image1_1671310799.jpg","Chaussures  homme Dior","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-dior-5179616"
"1752742115-4128","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Dior homme","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4830837_uploaded_image1_1720366960.jpg","Chaussures  homme Dior","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-dior-5179616"
"1752742115-4129","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Dior homme","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4328424_uploaded_image1_1691585463.jpg","Chaussures  homme Dior","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-dior-5179616"
"1752742115-4130","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3440758_uploaded_image1_1637074240.jpg","Chaussures  homme Dior","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-dior-5179616"
"1752742115-4131","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures Dior homme","35 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2904250_uploaded_image1_1611237863.jpg","Chaussures  homme Dior","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-dior-5179616"
"1752742115-4132","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","13 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2980123_uploaded_image1_1614695224.jpg","Chaussures  homme Dior","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-dior-5179616"
"1752742115-4133","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Dior homme","30 000 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4356367_uploaded_image1_1693409190.jpg","Chaussures  homme Dior","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-dior-5179616"
"1752742115-4134","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets Dior homme B22","35 000 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4203116_uploaded_image1_1683251167.jpg","Chaussures  homme Dior","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-dior-5179616"
"1752742115-4135","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","35 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4095175_uploaded_image1_1676413174.jpg","Chaussures  homme Dior","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-dior-5179616"
"1752742148-4136","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Sandales homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5405136_uploaded_image1_1751566608.jpg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5226470"
"1752742148-4137","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Sandales homme","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5364541_uploaded_image1_1749327532.jpg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5226470"
"1752742148-4138","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Sandales","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359154_uploaded_image1_1748983277.jpg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5226470"
"1752742148-4139","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Sandales homme","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5324106_uploaded_image1_1747061124.jpg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5226470"
"1752742148-4140","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Sandales homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5290585_uploaded_image1_1745186952.jpg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5226470"
"1752742148-4141","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Sandales homme","7 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5254169_uploaded_image2_1743118437.jpeg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5226470"
"1752742148-4142","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5234080_uploaded_image1_1742075289.jpg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5226470"
"1752742148-4143","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5234076_uploaded_image1_1742075201.jpg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5226470"
"1752742148-4144","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Sandales pour homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5233956_uploaded_image1_1742068339.jpg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5226470"
"1752742148-4145","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Sandales homme","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5226470_uploaded_image1_1741695937.jpg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5226470"
"1752742148-4146","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Babouches homme","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4794171_uploaded_image1_1718289849.jpg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5226470"
"1752742148-4147","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures sandales hommes","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773805_uploaded_image1_1717241733.jpg","Sandales homme","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5226470"
"1752742166-4148","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5401340_uploaded_image1_1751401135.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5226818"
"1752742166-4149","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","6 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5395482_uploaded_image2_1751059185.jpeg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5226818"
"1752742166-4150","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5375053_uploaded_image1_1749944221.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5226818"
"1752742166-4151","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussure homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5368229_uploaded_image1_1749571634.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5226818"
"1752742166-4152","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5360111_uploaded_image1_1749039993.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5226818"
"1752742166-4153","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5358670_uploaded_image1_1748962573.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5226818"
"1752742166-4154","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5346342_uploaded_image1_1748270169.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5226818"
"1752742166-4155","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5337426_uploaded_image1_1747766507.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5226818"
"1752742166-4156","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5337421_uploaded_image1_1747766439.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5226818"
"1752742166-4157","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","4 500 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5236218_uploaded_image1_1742214517.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5226818"
"1752742166-4158","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","15 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5226818_uploaded_image1_1741705646.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5226818"
"1752742166-4159","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","20 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5171845_uploaded_image1_1738780968.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5226818"
"1752742183-4160","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures Unisexe","14 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359386_uploaded_image1_1748994671.jpg","Chaussures Unisexe","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5228727"
"1752742183-4161","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures unisexe","14 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5350017_uploaded_image1_1748459077.jpg","Chaussures Unisexe","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5228727"
"1752742183-4162","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures unisexe","14 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5349939_uploaded_image1_1748454104.jpg","Chaussures Unisexe","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5228727"
"1752742183-4163","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures Unisexe","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5233961_uploaded_image1_1742068698.jpg","Chaussures Unisexe","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5228727"
"1752742183-4164","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures Unisexe","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5233958_uploaded_image1_1742068527.jpg","Chaussures Unisexe","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5228727"
"1752742183-4165","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures Unisexe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5228727_uploaded_image1_1741792966.jpg","Chaussures Unisexe","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5228727"
"1752742183-4166","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures homme","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5187030_uploaded_image1_1739624970.jpg","Chaussures Unisexe","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5228727"
"1752742183-4167","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures Unisexes","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4980037_uploaded_image1_1728234420.jpg","Chaussures Unisexe","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5228727"
"1752742183-4168","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures Unisexe","14 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4962490_uploaded_image1_1727309675.jpg","Chaussures Unisexe","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5228727"
"1752742183-4169","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Baskets homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2980501_uploaded_image1_1614703632.jpg","Chaussures Unisexe","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5228727"
"1752742183-4170","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures mixtes","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2630135_uploaded_image1_1600258815.jpg","Chaussures Unisexe","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5228727"
"1752742183-4171","https://sn.coinafrique.com/categorie/chaussures-homme?page=6","Chaussures Alexandre Mc-queen","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2622168_uploaded_image2_1599953302.jpeg","Chaussures Unisexe","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5228727"
"1752742253-4172","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","10 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_5231062_uploaded_image1_1741909010.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231062"
"1752742253-4173","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures en cuir","10 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4696366_uploaded_image2_1713345408.jpeg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231062"
"1752742253-4174","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures en cuir homme","10 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4556672_uploaded_image1_1705878698.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231062"
"1752742253-4175","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_4157088_uploaded_image1_1680303772.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231062"
"1752742253-4176","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","15 000 CFA","Mbacké, Sénégal","https://images.coinafrique.com/thumb_2557555_uploaded_image1_1597847398.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231062"
"1752742253-4177","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","25 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_4215804_uploaded_image1_1684080266.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231062"
"1752742253-4178","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","3 500 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_3648370_uploaded_image1_1649670627.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231062"
"1752742253-4179","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","3 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_3639732_uploaded_image1_1649178806.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231062"
"1752742253-4180","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures Homme","5 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_3249967_uploaded_image1_1627525512.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231062"
"1752742253-4181","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","10 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_1743820_uploaded_image1_1583333586.61.png","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231062"
"1752742253-4182","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","15 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_2368553_uploaded_image1_1593477677.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231062"
"1752742253-4183","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Chaussures homme","15 000 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_3960128_uploaded_image1_1668121599.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231062"
"1752742282-4184","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Mocassins homme","22 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323165_uploaded_image1_1747019646.jpg","Mocassins homme","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-5231306"
"1752742282-4185","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Mocassins homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5231306_uploaded_image1_1741922306.jpg","Mocassins homme","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-5231306"
"1752742282-4186","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","Mocassins homme","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5103710_uploaded_image1_1734928509.jpg","Mocassins homme","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-5231306"
