web-scraper-order,web-scraper-start-url,type chausssure,prix,adreesse,image_lien-src,container_chaussures-homme,container_chaussures-homme-href
"1752732112-1","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332090_uploaded_image1_1747434845.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4914404"
"1752732112-2","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332091_uploaded_image1_1747434908.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4914404"
"1752732112-3","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341256_uploaded_image1_1747953772.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4914404"
"1752732112-4","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341258_uploaded_image1_1747953837.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4914404"
"1752732112-5","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341252_uploaded_image1_1747953598.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4914404"
"1752732112-6","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342583_uploaded_image1_1748031990.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4914404"
"1752732112-7","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342587_uploaded_image1_1748032191.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4914404"
"1752732112-8","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329841_uploaded_image1_1747328617.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4914404"
"1752732112-9","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329838_uploaded_image1_1747328563.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4914404"
"1752732112-10","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339072_uploaded_image1_1747848346.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4914404"
"1752732112-11","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339056_uploaded_image1_1747847898.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4914404"
"1752732112-12","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339050_uploaded_image1_1747847679.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4914404"
"1752732126-13","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332090_uploaded_image1_1747434845.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4900569"
"1752732126-14","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332091_uploaded_image1_1747434908.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4900569"
"1752732126-15","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341256_uploaded_image1_1747953772.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4900569"
"1752732126-16","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341258_uploaded_image1_1747953837.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4900569"
"1752732126-17","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341252_uploaded_image1_1747953598.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4900569"
"1752732126-18","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342583_uploaded_image1_1748031990.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4900569"
"1752732126-19","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342587_uploaded_image1_1748032191.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4900569"
"1752732126-20","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329841_uploaded_image1_1747328617.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4900569"
"1752732126-21","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329838_uploaded_image1_1747328563.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4900569"
"1752732126-22","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339072_uploaded_image1_1747848346.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4900569"
"1752732126-23","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339056_uploaded_image1_1747847898.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4900569"
"1752732126-24","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339050_uploaded_image1_1747847679.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4900569"
"1752732139-25","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures cuir","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5330113_uploaded_image1_1747337081.jpg","Chaussures cuir","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4919068"
"1752732139-26","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures cuir","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919068_uploaded_image1_1725059365.jpg","Chaussures cuir","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4919068"
"1752732139-27","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814481_uploaded_image1_1719530279.jpg","Chaussures cuir","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4919068"
"1752732139-28","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4807388_uploaded_image1_1719186818.jpg","Chaussures cuir","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4919068"
"1752732139-29","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures  en cuir","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4807391_uploaded_image1_1719186931.jpg","Chaussures cuir","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4919068"
"1752732139-30","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4804843_uploaded_image1_1719007230.jpg","Chaussures cuir","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4919068"
"1752732139-31","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4777877_uploaded_image1_1717456407.jpg","Chaussures cuir","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4919068"
"1752732139-32","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4794819_uploaded_image1_1718320937.jpg","Chaussures cuir","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4919068"
"1752732139-33","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4794817_uploaded_image1_1718320858.jpg","Chaussures cuir","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4919068"
"1752732139-34","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures en cuir","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4794809_uploaded_image1_1718320351.jpg","Chaussures cuir","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4919068"
"1752732139-35","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures  cuir","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4758097_uploaded_image1_1716465363.jpg","Chaussures cuir","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4919068"
"1752732139-36","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4741893_uploaded_image1_1715635193.jpg","Chaussures cuir","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4919068"
"1752732154-37","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332090_uploaded_image1_1747434845.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4919080"
"1752732154-38","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332091_uploaded_image1_1747434908.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4919080"
"1752732154-39","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341256_uploaded_image1_1747953772.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4919080"
"1752732154-40","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341258_uploaded_image1_1747953837.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4919080"
"1752732154-41","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341252_uploaded_image1_1747953598.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4919080"
"1752732154-42","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342583_uploaded_image1_1748031990.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4919080"
"1752732154-43","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342587_uploaded_image1_1748032191.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4919080"
"1752732154-44","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329841_uploaded_image1_1747328617.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4919080"
"1752732154-45","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329838_uploaded_image1_1747328563.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4919080"
"1752732154-46","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339072_uploaded_image1_1747848346.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4919080"
"1752732154-47","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339056_uploaded_image1_1747847898.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4919080"
"1752732154-48","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339050_uploaded_image1_1747847679.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4919080"
"1752732165-49","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332090_uploaded_image1_1747434845.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924201"
"1752732165-50","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332091_uploaded_image1_1747434908.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924201"
"1752732165-51","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341256_uploaded_image1_1747953772.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924201"
"1752732165-52","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341258_uploaded_image1_1747953837.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924201"
"1752732165-53","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341252_uploaded_image1_1747953598.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924201"
"1752732165-54","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342583_uploaded_image1_1748031990.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924201"
"1752732165-55","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342587_uploaded_image1_1748032191.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924201"
"1752732165-56","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329841_uploaded_image1_1747328617.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924201"
"1752732165-57","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329838_uploaded_image1_1747328563.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924201"
"1752732165-58","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339072_uploaded_image1_1747848346.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924201"
"1752732165-59","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339056_uploaded_image1_1747847898.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924201"
"1752732165-60","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339050_uploaded_image1_1747847679.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924201"
"1752732176-61","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332090_uploaded_image1_1747434845.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924195"
"1752732176-62","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332091_uploaded_image1_1747434908.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924195"
"1752732176-63","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341256_uploaded_image1_1747953772.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924195"
"1752732176-64","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341258_uploaded_image1_1747953837.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924195"
"1752732176-65","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341252_uploaded_image1_1747953598.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924195"
"1752732176-66","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342583_uploaded_image1_1748031990.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924195"
"1752732176-67","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342587_uploaded_image1_1748032191.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924195"
"1752732176-68","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329841_uploaded_image1_1747328617.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924195"
"1752732176-69","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329838_uploaded_image1_1747328563.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924195"
"1752732176-70","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339072_uploaded_image1_1747848346.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924195"
"1752732176-71","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339056_uploaded_image1_1747847898.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924195"
"1752732176-72","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339050_uploaded_image1_1747847679.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4924195"
"1752732187-73","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332090_uploaded_image1_1747434845.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4902274"
"1752732187-74","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332091_uploaded_image1_1747434908.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4902274"
"1752732187-75","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341256_uploaded_image1_1747953772.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4902274"
"1752732187-76","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341258_uploaded_image1_1747953837.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4902274"
"1752732187-77","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341252_uploaded_image1_1747953598.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4902274"
"1752732187-78","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342583_uploaded_image1_1748031990.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4902274"
"1752732187-79","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342587_uploaded_image1_1748032191.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4902274"
"1752732187-80","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329841_uploaded_image1_1747328617.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4902274"
"1752732187-81","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329838_uploaded_image1_1747328563.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4902274"
"1752732187-82","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339072_uploaded_image1_1747848346.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4902274"
"1752732187-83","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339056_uploaded_image1_1747847898.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4902274"
"1752732187-84","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339050_uploaded_image1_1747847679.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4902274"
"1752732198-85","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332090_uploaded_image1_1747434845.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4942698"
"1752732198-86","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332091_uploaded_image1_1747434908.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4942698"
"1752732198-87","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341256_uploaded_image1_1747953772.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4942698"
"1752732198-88","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341258_uploaded_image1_1747953837.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4942698"
"1752732198-89","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341252_uploaded_image1_1747953598.jpg","Chaussures homme","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4942698"
